code,name,changepercent,trade,open,high,low,settlement,volume,turnoverratio,amount,per,pb_x,mktcap,nmc,industry,area,pe,outstanding,totals,totalAssets,liquidAssets,fixedAssets,reserved,reservedPerShare,esp,bvps,pb_y,timeToMarket,undp,perundp,rev,profit,gpr,npr,holders
000582 ,北部湾港,0.659,9.17,9.1,9.18,9.05,9.11,3923374.0,1.49078,35776200.0,19.935,1.592,1498943.655118,241331.652898,港口,广西,16.98,2.63,16.35,171.51,38.0,103.15,40.35,2.47,0.134,5.76,1.58,19951102.0,33.65,2.06,16.96,47.29,40.06,20.99,34200.0
000581 ,威孚高科,0.0,17.31,17.31,17.48,17.25,17.31,2618423.0,0.31302,45542871.0,7.304,1.052,1746493.43667,1447965.039921,汽车配件,江苏,6.34,8.36,10.09,222.05,128.41,26.74,34.16,3.39,0.6829999999999999,16.46,1.05,19980924.0,116.66,11.56,-5.09,-12.12,23.07,30.36,54800.0
000576 ,广东甘化,-0.494,8.05,8.1,8.16,8.01,8.09,3576604.0,0.8241,28933784.0,36.591,3.3970000000000002,356503.36582,349369.104035,造纸,广东,36.46,4.34,4.43,15.2,4.54,0.69,7.58,1.71,0.055,2.37,3.41,19940907.0,-1.97,-0.44,29.01,1553.59,31.71,24.7,26780.0
000573 ,粤宏远Ａ,1.347,3.01,2.96,3.06,2.93,2.97,5589231.0,0.8884500000000001,16810347.0,36.005,1.1,195267.911804,189358.498903,区域地产,广东,6.17,6.29,6.49,34.55,20.54,1.48,5.7,0.88,0.13,2.74,1.08,19940815.0,4.1,0.63,138.95,743.5,16.61,51.17,50606.0
000572 ,*ST 海马,0.0,1.72,1.72,1.72,1.7,1.72,4442936.0,0.27056,7603175.0,-1.728,0.584,282877.465272,282450.698528,汽车整车,海南,0.0,16.42,16.45,110.11,28.8,29.72,37.65,2.29,-0.027000000000000003,2.95,0.58,19940808.0,-7.07,-0.43,-56.09,49.09,-0.25,-6.19,86678.0
000571 ,*ST大洲,-0.437,2.28,2.29,2.32,2.28,2.29,3447146.0,0.42848,7909465.0,-2.113,1.442,185606.592,183426.753768,综合类,海南,0.0,8.05,8.14,40.33,14.09,15.64,6.45,0.79,-0.039,1.58,1.45,19940525.0,-2.58,-0.32,-23.22,-272.24,24.93,-9.76,90358.0
000570 ,苏常柴Ａ,2.041,4.5,4.41,4.5,4.38,4.41,1420537.0,0.34531,6330666.0,40.909,1.187,252618.4467,185118.4467,机械基件,江苏,245.8,4.11,5.61,36.47,23.22,4.96,1.64,0.29,0.004,3.79,1.16,19940701.0,7.2,1.28,-5.96,-77.8,12.07,0.45,57400.0
000568 ,泸州老窖,-0.046,86.16,86.23,86.6,85.43,86.2,5808862.0,0.39784,500302536.0,36.202,6.801,12620307.333216,12580267.22172,白酒,四川,20.84,14.6,14.65,239.27,160.84,9.92,37.17,2.54,1.034,12.67,6.8,19940509.0,116.96,7.99,23.72,43.08,79.15,36.33,66873.0
000567 ,海德股份,1.561,8.46,8.33,8.53,8.28,8.33,6940511.0,3.18632,58600302.0,25.911,0.896,542403.531396,184277.438226,多元金融,海南,39.78,2.18,6.41,49.78,47.89,0.06,35.52,5.54,0.052000000000000005,6.51,1.28,19940525.0,1.6,0.25,-19.94,46.48,0.0,50.17,24875.0
000566 ,海南海药,0.518,5.82,5.78,5.88,5.76,5.79,6857660.0,0.56981,40052095.0,64.667,1.6320000000000001,777539.931648,700434.940302,化学制药,海南,26.38,12.03,13.36,109.15,56.83,13.41,33.89,2.54,0.055,3.57,1.62,19940525.0,6.53,0.49,14.99,1.3,47.64,9.7,61800.0
000565 ,渝三峡Ａ,0.594,5.08,5.05,5.12,5.05,5.05,1696700.0,0.39131000000000005,8633222.0,50.8,2.019,220264.84776,220264.84776,染料涂料,重庆,47.5,4.34,4.34,15.02,6.8,2.17,0.62,0.14,0.027000000000000003,2.52,2.01,19940408.0,4.67,1.08,-27.96,4.06,28.4,10.61,39133.0
000564 ,供销大集,0.0,2.28,2.27,2.31,2.26,2.28,9387150.0,0.49701000000000006,21467390.0,17.967,0.441,1369784.836668,430632.232992,百货,陕西,0.0,18.89,60.08,553.39,324.48,42.85,244.28,4.07,-0.018000000000000002,5.17,0.44,19940110.0,-0.15,0.0,-66.84,-158.89,26.53,-6.85,68213.0
000563 ,陕国投Ａ,-1.376,4.3,4.34,4.36,4.27,4.36,59002046.0,1.48844,254575905.0,47.149,1.612,1704525.52378,1704525.52378,多元金融,陕西,17.86,39.64,39.64,123.36,0.0,0.71,41.11,1.04,0.061,2.67,1.63,19940110.0,19.29,0.49,102.94,97.75,0.0,44.02,138924.0
000561 ,烽火电子,0.136,7.35,7.34,7.37,7.28,7.34,3768733.0,0.63449,27605277.0,49.0,3.276,444448.855935,436576.19229,通信设备,陕西,0.0,5.94,6.05,29.85,23.52,2.7,2.11,0.35,-0.03,2.24,3.27,19940509.0,5.98,0.99,-2.28,6.22,37.48,-10.4,51597.0
000560 ,我爱我家,-1.493,4.62,4.68,4.73,4.62,4.69,5155740.0,0.28679000000000004,24057374.0,17.023,1.1320000000000001,1088241.393162,830560.672788,房产服务,云南,13.44,17.98,23.56,187.67,88.68,4.01,55.48,2.36,0.087,4.08,1.15,19940202.0,15.36,0.65,2.95,40.86,31.31,7.96,31134.0
000559 ,万向钱潮,0.184,5.44,5.42,5.49,5.42,5.43,2674194.0,0.09713000000000001,14572770.0,20.763,2.755,1497718.742976,1497713.259456,汽车配件,浙江,16.84,27.53,27.53,119.94,70.31,31.58,2.42,0.09,0.081,1.97,2.75,19940110.0,19.49,0.71,-7.84,-10.21,18.48,8.3,115494.0
000558 ,莱茵体育,3.096,3.33,3.22,3.36,3.2,3.23,8249861.0,0.64031,27144739.0,-66.6,3.479,429311.575017,429043.811382,文教休闲,浙江,0.0,12.88,12.89,26.87,8.16,2.81,0.7,0.05,-0.024,0.96,3.37,19940509.0,-1.9,-0.15,-59.46,-389.86,20.51,-128.96,88800.0
000557 ,西部创业,0.3,3.34,3.35,3.38,3.32,3.33,3710082.0,0.6339400000000001,12428648.0,33.4,0.975,487097.16149,195471.901476,铁路,宁夏,36.65,5.85,14.58,52.35,11.72,33.02,43.23,2.96,0.045,3.43,0.97,19940617.0,-9.3,-0.64,6.82,30.85,29.85,18.09,53566.0
000555 ,神州信息,1.619,10.67,10.5,10.75,10.43,10.5,10648412.0,1.13897,113151970.0,244.165,2.091,1027981.168291,997553.591177,软件服务,深圳,74.09,9.35,9.63,107.41,77.23,5.21,22.74,2.36,0.035,5.18,2.03,19940408.0,15.79,1.64,-2.11,15.73,19.94,1.58,71655.0
000554 ,泰山石油,0.0,5.11,5.11,5.13,5.08,5.11,2908900.0,0.80212,14842324.0,1310.256,2.7279999999999998,245685.38652,185314.003343,石油贸易,山东,1957.96,3.63,4.81,14.76,4.17,5.36,1.87,0.39,0.001,1.87,2.73,19931215.0,1.2,0.25,7.89,49.15,8.2,0.04,50717.0
000553 ,安道麦A,0.429,9.37,9.29,9.42,9.26,9.33,1287786.0,0.27481,12047723.0,9.542,1.031,2292420.706334,439093.849774,农药化肥,湖北,15.56,4.69,24.47,455.04,257.81,71.74,129.17,5.28,0.15,9.09,1.03,19931203.0,59.22,2.42,0.45,-81.96,34.45,5.4,51033.0
000552 ,靖远煤电,1.195,2.54,2.52,2.56,2.5,2.51,5005805.0,0.21919000000000002,12677300.0,10.14,0.78,580890.6467,580070.280548,煤炭开采,甘肃,10.39,22.84,22.87,96.71,45.03,31.58,18.43,0.81,0.121,3.26,0.77,19940106.0,24.33,1.06,-7.41,-18.77,27.15,13.61,45483.0
000551 ,创元科技,1.102,6.42,6.35,6.45,6.35,6.35,2046402.0,0.5115000000000001,13091874.0,29.182,1.5030000000000001,256851.62001,256851.62001,专用机械,江苏,32.82,4.0,4.0,44.09,27.81,9.1,3.27,0.82,0.048,4.16,1.53,19940106.0,6.23,1.56,16.04,2.51,22.49,2.32,26079.0
000550 ,江铃汽车,-0.825,15.62,15.92,15.94,15.57,15.75,1091900.0,0.21062000000000003,17228560.0,142.0,1.295,1348340.268,809783.22392,汽车整车,江西,135.1,5.18,8.63,221.61,136.25,55.38,8.39,0.97,0.028999999999999998,12.06,1.31,19931201.0,82.86,9.6,0.39,-83.62,13.91,0.39,20607.0
000548 ,湖南投资,-0.487,4.09,4.1,4.13,4.07,4.11,1647475.0,0.33002000000000004,6755838.0,51.125,1.223,204179.266699,204173.227814,路桥,湖南,70.47,4.99,4.99,21.86,10.91,2.78,4.78,0.96,0.015,3.34,1.23,19931220.0,5.73,1.15,8.69,132.68,57.6,11.81,64215.0
000547 ,航天发展,0.619,9.76,9.7,9.83,9.64,9.7,6559954.0,0.58867,63827920.0,31.484,2.161,1567142.587856,1087624.154736,通信设备,福建,37.73,11.14,16.06,99.8,56.27,6.09,53.96,3.36,0.064,4.52,2.15,19931130.0,14.35,0.89,43.9,41.58,37.85,13.68,98060.0
000546 ,金圆股份,-1.554,9.5,9.65,9.69,9.49,9.65,1025900.0,0.15359,9818674.0,18.112,1.767,678912.1762,634539.314,水泥,吉林,18.13,6.68,7.15,89.93,36.29,36.84,16.15,2.26,0.266,5.38,1.79,19931215.0,14.02,1.96,-9.62,11.83,14.76,5.88,14792.0
000545 ,金浦钛业,1.572,3.23,3.19,3.26,3.18,3.18,5114502.0,0.5330900000000001,16538758.0,31.359,1.534,318747.090008,309887.200008,化工原料,吉林,31.43,9.59,9.87,31.95,13.08,11.53,-0.64,-0.06,0.025,2.11,1.51,19931215.0,10.9,1.1,2.36,-23.27,17.48,4.88,74564.0
000544 ,中原环保,-0.656,6.06,6.14,6.14,6.04,6.1,3040418.0,0.5828500000000001,18487028.0,14.093,1.005,590658.799728,316120.072104,环境保护,河南,24.07,5.22,9.75,88.68,29.29,29.74,38.69,3.97,0.063,6.03,1.01,19931208.0,7.42,0.76,21.26,17.69,39.2,19.76,31800.0
000543 ,皖能电力,-0.409,4.87,4.9,4.9,4.85,4.89,4293604.0,0.23981000000000002,20914859.0,15.71,0.8150000000000001,1103962.442197,871922.841286,火力发电,安徽,18.81,17.9,22.67,290.24,38.29,173.62,19.99,0.88,0.08,5.97,0.82,19931220.0,37.3,1.65,36.49,71.77,8.5,3.59,61483.0
000541 ,佛山照明,0.193,5.19,5.18,5.2,5.15,5.18,1571009.0,0.14652,8140347.0,19.229,1.5630000000000002,726260.653926,556492.066431,家用电器,广东,20.91,10.72,13.99,57.99,34.47,5.08,1.59,0.11,0.062,3.32,1.56,19931123.0,17.41,1.24,-20.84,-10.25,22.81,9.75,88597.0
000540 ,中天金融,0.573,3.51,3.5,3.53,3.47,3.49,16979228.0,0.261,59517796.0,16.73,1.371,2458844.392329,2283441.253587,多元金融,贵州,6.48,65.06,70.05,1134.27,698.88,30.67,11.06,0.16,0.135,2.56,1.36,19940202.0,91.29,1.3,25.84,34.74,57.88,19.35,229615.0
000539 ,粤电力Ａ,2.062,3.96,3.89,3.97,3.87,3.88,5585820.0,0.21872000000000003,22037731.0,44.0,0.853,2079112.458456,1011347.18784,火力发电,广东,46.5,25.54,52.5,720.33,108.98,409.61,51.03,0.97,0.021,4.64,0.84,19931126.0,56.0,1.07,-3.83,1806.04,11.67,1.96,99600.0
000538 ,云南白药,2.307,78.5,76.5,78.78,76.36,76.73,2653817.0,0.43579,205627643.0,24.686,3.941,10027616.03845,4780381.78905,中成药,云南,28.95,6.09,12.77,308.7,275.45,16.87,12.47,0.98,0.81,19.92,3.85,19931215.0,172.92,13.54,10.04,4.97,28.3,12.14,62496.0
000537 ,广宇发展,0.0,6.4,6.39,6.45,6.38,6.4,3613843.0,0.70484,23191287.0,4.776,1.059,1192013.2608,328139.25184,区域地产,天津,5.2,5.13,18.63,766.35,683.06,17.7,17.21,0.92,0.308,6.04,1.06,19931210.0,74.09,3.98,-40.34,-37.77,38.58,21.67,34272.0
000536 ,华映科技,5.863,3.25,3.06,3.35,3.03,3.07,125462169.0,6.26264,404977012.0,-1.81,1.266,898960.660975,651086.657975,元器件,福建,0.0,20.03,27.66,178.97,54.59,99.34,85.95,3.11,-0.134,2.57,1.2,19931126.0,-48.45,-1.75,-65.75,-161.42,-19.6,-94.85,107401.0
000534 ,万泽股份,1.714,8.9,8.78,9.13,8.7,8.75,1860000.0,0.37853000000000003,16636080.0,74.167,4.415,437688.73544,437324.33473,生物制药,广东,56.04,4.91,4.92,21.75,9.33,2.24,0.33,0.07,0.039,1.84,4.75,19940110.0,2.04,0.42,15.37,-49.28,89.52,14.93,17069.0
000533 ,顺钠股份,-0.389,2.56,2.58,2.59,2.55,2.57,3616100.0,0.52797,9286989.0,-1.8290000000000002,2.9370000000000003,176848.896,175335.0144,电气设备,广东,0.0,6.85,6.91,24.7,18.98,2.19,0.41,0.06,-0.006999999999999999,0.87,2.95,19940103.0,-2.28,-0.33,-90.95,-154.18,30.6,-1.66,47638.0
000532 ,华金资本,0.813,9.92,9.91,9.96,9.8,9.84,1847310.0,0.5378200000000001,18278787.0,62.547,4.3,341950.67328,340735.578432,多元金融,广东,96.94,3.43,3.45,25.1,5.35,1.02,0.26,0.07,0.051,2.31,4.27,19940103.0,3.63,1.05,26.03,15.76,45.29,8.88,37308.0
000531 ,穗恒运Ａ,2.802,6.97,6.81,7.03,6.79,6.78,5755007.0,0.8400500000000001,39897867.0,58.278,1.194,477502.72554,477502.72554,火力发电,广东,14.68,6.85,6.85,97.66,29.37,30.02,8.91,1.3,0.115,5.84,1.16,19940106.0,20.25,2.96,-8.61,933.21,19.39,12.62,35121.0
000530 ,大冷股份,-0.231,4.32,4.34,4.34,4.3,4.33,6469490.0,1.08231,27972564.0,33.231,1.053,364267.803024,258227.126064,机械基件,辽宁,8.55,5.98,8.43,54.85,22.36,9.43,7.27,0.86,0.127,4.1,1.06,19931208.0,11.66,1.38,9.68,317.24,13.31,18.9,54358.0
000529 ,广弘控股,0.324,6.19,6.15,6.25,6.14,6.17,3208653.0,0.5630400000000001,19854923.0,21.345,2.3689999999999998,361366.21427,352758.429363,食品,广东,30.8,5.7,5.84,22.35,15.88,1.69,5.71,0.98,0.05,2.61,2.36,19931118.0,2.81,0.48,39.92,14.06,18.8,6.18,42155.0
000528 ,柳 工,0.0,6.31,6.31,6.35,6.29,6.31,8141090.0,0.55661,51387859.0,11.681000000000001,0.9530000000000001,931426.278256,922914.969132,工程机械,广西,7.65,14.63,14.76,284.94,200.61,26.93,31.18,2.11,0.21,6.62,0.95,19931118.0,45.66,3.09,8.78,5.08,23.18,6.25,97100.0
000526 ,紫光学大,0.994,23.37,23.14,23.55,23.1,23.14,616700.0,0.64109,14368071.0,173.626,12.933,224807.965059,224807.965059,文教休闲,福建,220.41,0.96,0.96,39.38,18.25,1.47,0.58,0.6,0.026000000000000002,0.85,27.35,19931101.0,-0.75,-0.78,4.97,-16.04,25.45,0.33,13165.0
000525 ,红 太 阳,0.349,11.51,11.47,11.78,11.41,11.47,1816300.0,0.31621000000000005,21016529.0,10.502,1.404,668469.576823,661133.093615,农药化肥,江苏,13.86,5.74,5.81,140.09,75.18,37.93,18.77,3.23,0.207,8.2,1.4,19931028.0,19.67,3.39,-12.11,-41.73,26.84,9.75,20100.0
000524 ,岭南控股,-0.642,7.74,7.81,7.81,7.68,7.79,1065900.0,0.39134,8239991.0,24.968,1.9380000000000002,518741.454078,210814.316532,酒店餐饮,广东,11.69,2.72,6.7,46.35,31.33,5.34,12.15,1.81,0.16699999999999998,3.99,1.95,19931118.0,5.5,0.82,13.71,192.64,14.02,6.14,25600.0
000523 ,广州浪奇,0.364,5.52,5.5,5.65,5.43,5.5,7530640.0,1.20112,41633727.0,110.4,1.815,346398.285,346087.288752,日用化工,广东,79.54,6.27,6.28,71.38,62.65,4.12,9.89,1.58,0.017,3.04,1.81,19931108.0,2.28,0.36,-3.84,16.22,3.28,0.36,36240.0
000521 ,长虹美菱,0.904,3.35,3.32,3.42,3.31,3.32,4218487.0,0.52586,14146846.0,90.541,0.7000000000000001,349940.290135,268741.279625,家用电器,安徽,31.91,8.03,10.45,157.34,121.7,19.76,26.84,2.57,0.052000000000000005,4.79,0.69,19931018.0,8.93,0.86,-1.49,7.2,17.99,0.59,66701.0
000520 ,长航凤凰,1.276,3.97,3.92,4.0,3.89,3.92,7597014.0,0.75063,29929069.0,65.62,10.314,401797.131635,401797.131635,水运,湖北,78.66,10.12,10.12,5.78,2.43,3.29,19.6,1.94,0.012,0.38,10.19,19931025.0,-28.33,-2.8,-13.2,-12.2,11.44,6.86,100000.0
000519 ,中兵红箭,6.405,8.14,7.62,8.39,7.61,7.65,38525187.0,4.13073,308138904.0,32.955,1.428,1133543.011348,759175.114654,矿物制品,湖南,36.76,9.33,13.93,103.67,67.66,21.61,35.34,2.54,0.052000000000000005,5.7,1.34,19931008.0,28.76,2.07,15.23,-14.48,21.59,6.89,93928.0
000518 ,四环生物,-0.306,3.26,3.25,3.3,3.24,3.27,3322548.0,0.32272,10850780.0,-113.986,5.723,335635.328372,335628.635918,生物制药,江苏,0.0,10.3,10.3,8.95,7.37,0.82,0.36,0.03,-0.012,0.57,5.74,19930908.0,-5.17,-0.5,-21.23,-458.8,79.3,-18.88,82895.0
000517 ,荣安地产,0.749,2.69,2.68,2.72,2.67,2.67,6186456.0,0.20379000000000003,16693287.0,14.076,1.576,856475.148465,816615.355504,区域地产,浙江,3.63,30.36,31.84,280.81,262.42,0.1,-17.06,-0.54,0.184,1.71,1.56,19930806.0,38.61,1.21,1883.87,1528.63,42.21,31.42,60207.0
000516 ,国际医学,1.2,5.06,5.03,5.09,5.0,5.0,7743558.0,0.40143,39180588.0,4.559,1.775,997350.946812,976074.82984,医疗保健,陕西,86.56,19.29,19.71,78.6,20.3,6.35,2.39,0.12,0.013999999999999999,2.85,1.75,19930809.0,31.75,1.61,-80.87,42.97,28.65,12.93,93167.0
000514 ,渝 开 发,0.0,4.12,4.11,4.18,4.09,4.12,2972000.0,0.35223000000000004,12285338.0,138.255,1.155,347633.63758,347633.63758,区域地产,重庆,98.82,8.44,8.44,67.36,53.99,6.85,11.88,1.41,0.021,3.57,1.15,19930712.0,8.47,1.0,-46.4,8.39,35.42,12.33,58352.0
000513 ,丽珠集团,6.589,28.31,26.69,28.5,26.69,26.56,18269172.0,3.06741,504017169.0,18.748,1.933,2646313.132925,1686112.861002,化学制药,广东,16.8,5.95,9.35,168.78,118.9,32.17,13.67,1.46,0.7909999999999999,11.27,2.36,19931028.0,78.91,8.44,8.2,16.67,64.88,14.96,43456.0
000510 ,新金路,0.0,4.21,4.27,4.27,4.2,4.21,4093000.0,0.74489,17299927.0,25.624,2.678,256465.728934,231330.725097,化工原料,四川,24.44,5.49,6.09,14.43,4.51,8.27,0.25,0.04,0.043,1.57,2.68,19930507.0,2.06,0.34,34.87,16.57,13.29,4.56,51000.0
000509 ,华塑控股,0.797,2.53,2.5,2.55,2.48,2.51,7357500.0,0.8913000000000001,18566234.0,-38.863,1012.0,208847.228601,208846.407869,其他建材,四川,0.0,8.25,8.25,1.97,1.37,0.1,2.29,0.28,-0.01,0.0,992.08,19930507.0,-10.81,-1.31,-97.01,-98.09,62.18,-23.87,57426.0
000507 ,珠海港,1.07,5.67,5.65,5.74,5.59,5.61,7821800.0,1.013,44367372.0,26.52,1.084,527550.915465,437805.521559,港口,广东,160.8,7.72,9.3,80.08,15.06,26.5,8.01,0.86,0.01,5.23,1.07,19930326.0,11.46,1.23,51.69,-57.01,15.7,1.32,106261.0
000506 ,中润资源,-0.58,3.43,3.43,3.46,3.4,3.45,11098281.0,1.19507,38013247.0,75.551,2.967,318653.092023,318534.139623,黄金,山东,32.99,9.29,9.29,25.75,10.46,5.5,0.51,0.06,0.026000000000000002,1.16,2.98,19930312.0,0.22,0.02,-26.36,152.51,16.6,33.53,58000.0
000505 ,京粮控股,1.002,6.05,6.0,6.09,5.98,5.99,4487800.0,1.1050200000000001,27056419.0,25.208,1.7850000000000001,414903.17022,245707.32263,食品,海南,39.87,4.06,6.86,51.74,30.06,12.55,15.96,2.33,0.075,3.39,1.77,19921221.0,-0.8,-0.12,-9.79,-14.03,7.39,1.57,40642.0
000504 ,*ST生物,-0.397,7.53,7.56,7.56,7.51,7.56,117500.0,0.037820000000000006,885427.0,-68.455,-138.674,234615.147453,233936.920353,环境保护,湖南,0.0,3.11,3.12,3.61,1.67,0.19,1.42,0.45,-0.021,-0.05,-139.24,19921208.0,-5.05,-1.62,74.16,9.89,63.09,-21.99,16311.0
000503 ,国新健康,0.973,15.57,15.44,16.06,15.42,15.42,13816644.0,1.53727,218002419.0,-74.533,12.106,1399466.171628,1399400.354124,医疗保健,海南,0.0,8.99,8.99,11.98,7.49,0.32,0.0,0.0,-0.055,1.29,11.99,19921130.0,3.6,0.4,38.94,15.13,-151.79,-294.56,51745.0
000502 ,绿景控股,1.136,7.12,7.08,7.17,7.0,7.04,795053.0,0.43363,5657879.0,16.952,6.369,131591.560184,130544.386184,医疗保健,广东,2196.37,1.83,1.85,2.55,1.47,0.22,0.23,0.12,0.001,1.12,6.3,19921123.0,-0.08,-0.04,-16.25,101.51,22.02,3.89,19161.0
000501 ,鄂武商Ａ,-0.103,9.7,9.68,9.73,9.63,9.71,1280835.0,0.16683,12395677.0,6.978,0.872,745922.94907,744724.53735,百货,湖北,6.33,7.69,7.69,225.43,65.56,66.17,14.47,1.88,0.39,11.12,0.87,19921120.0,50.93,6.62,-1.81,3.61,20.71,6.21,24573.0
000498 ,山东路桥,4.894,4.93,4.71,5.03,4.71,4.7,8342062.0,0.74477,40711619.0,8.322,1.078,552228.558059,552199.594309,建筑工程,山东,12.67,11.2,11.2,238.23,172.16,6.52,-1.78,-0.16,0.09300000000000001,4.57,1.03,19970609.0,31.56,2.82,135.34,222.08,6.83,2.23,60002.0
000488 ,晨鸣纸业,-0.419,4.75,4.76,4.81,4.75,4.77,7357476.0,0.44415000000000004,35105733.0,9.314,0.811,1379688.895,786848.901425,造纸,山东,13.59,16.58,29.05,1065.59,487.77,307.74,50.91,1.75,0.01,5.85,0.81,20001120.0,85.43,2.94,-14.16,-71.43,26.93,3.82,130823.0
000430 ,张家界,0.0,5.4,5.39,5.43,5.36,5.4,972100.0,0.29303,5252741.0,77.143,1.391,218601.55044,179138.952,旅游景点,湖南,0.0,3.32,4.05,25.04,1.84,5.71,8.53,2.11,-0.02,3.88,1.39,19960829.0,2.67,0.66,-4.06,44.27,10.1,-15.28,26522.0
000429 ,粤高速Ａ,-0.386,7.75,7.78,7.81,7.74,7.78,1146768.0,0.08803000000000001,8927052.0,9.688,1.616,1620374.74765,1009648.914575,路桥,广东,11.49,13.03,20.91,172.64,29.57,81.18,25.52,1.22,0.16899999999999998,4.8,1.62,19980220.0,42.93,2.05,-0.89,3.65,64.99,48.08,57566.0
000428 ,华天酒店,0.76,2.65,2.63,2.65,2.63,2.63,1444835.0,0.14181000000000002,3809153.0,-5.65,1.099,270015.39,270004.37925,酒店餐饮,湖南,0.0,10.19,10.19,71.96,18.44,32.48,14.53,1.43,-0.075,2.41,1.09,19960808.0,-0.86,-0.08,-10.91,-2.78,53.63,-33.82,31146.0
000426 ,兴业矿业,0.195,5.15,5.1,5.16,5.07,5.14,7278880.0,0.5603600000000001,37289470.0,-56.1,1.8900000000000001,946153.992785,668968.290825,铅锌,内蒙,0.0,12.99,18.37,88.71,6.39,29.83,24.13,1.31,-0.015,2.77,1.85,19960828.0,8.58,0.47,-60.46,-123.76,51.19,-16.9,49802.0
000425 ,徐工机械,0.452,4.44,4.43,4.47,4.4,4.42,32265565.0,0.46132000000000006,143261135.0,17.011,1.315,3478148.78292,3105417.12546,工程机械,江苏,8.22,69.94,78.34,659.54,500.54,70.97,50.12,0.64,0.13,3.38,1.31,19960828.0,126.0,1.61,33.72,102.74,16.76,7.3,231063.0
000423 ,东阿阿胶,-0.651,32.04,32.27,32.36,31.95,32.25,2405469.0,0.36788000000000004,77215582.0,10.051,1.792,2095485.004548,2094990.870852,中成药,山东,13.41,6.54,6.54,136.44,105.59,17.57,6.91,1.06,0.601,17.88,1.8,19960729.0,98.83,15.11,-23.83,-35.48,66.98,30.44,94340.0
000422 ,ST宜化,0.373,2.69,2.68,2.72,2.66,2.68,3126207.0,0.3482,8401373.0,11.696,24.388,241526.145528,241511.692696,农药化肥,湖北,21.31,8.98,8.98,237.46,58.18,102.63,20.29,2.26,0.031,0.11,24.36,19960815.0,-32.35,-3.6,37.77,107.28,12.77,0.86,55401.0
000421 ,南京公用,0.45,4.46,4.43,4.51,4.43,4.44,840600.0,0.14679,3760930.0,17.833,0.998,255400.532564,255400.532564,供气供热,江苏,22.28,5.73,5.73,108.9,57.22,32.95,4.07,0.71,0.1,4.47,0.99,19960806.0,14.14,2.47,13.19,-34.4,16.0,2.91,27825.0
000420 ,吉林化纤,-0.41,2.43,2.45,2.47,2.43,2.44,3909700.0,0.21128000000000002,9569202.0,36.161,1.63,478881.717408,449666.767332,化纤,吉林,63.74,18.5,19.71,75.39,19.5,29.02,13.9,0.71,0.01,1.49,1.64,19960802.0,-6.13,-0.31,17.48,81.68,18.82,2.77,64273.0
000419 ,通程控股,0.0,4.36,4.36,4.38,4.34,4.36,987000.0,0.18167000000000003,4304260.0,16.756,0.782,237002.03758,236874.432588,百货,湖南,13.97,5.43,5.44,51.91,21.55,10.88,4.17,0.77,0.078,5.58,0.78,19960816.0,10.82,1.99,-9.81,0.85,22.97,4.57,26871.0
000417 ,合肥百货,-0.434,4.59,4.6,4.62,4.58,4.61,3155019.0,0.40499,14503094.0,15.943,0.898,357966.8478,357573.600009,百货,安徽,13.16,7.79,7.8,104.84,47.74,20.9,3.09,0.4,0.175,5.11,0.9,19960812.0,20.34,2.61,6.95,-16.56,20.29,2.29,28538.0
000416 ,民生控股,-1.199,5.77,5.83,5.95,5.74,5.84,11756601.0,2.21138,68332362.0,153.457,3.488,306889.852038,306756.913546,多元金融,山东,103.98,5.32,5.32,9.27,6.48,0.36,0.28,0.05,0.013999999999999999,1.65,3.53,19960719.0,2.7,0.51,582.4,125.93,99.91,55.67,43700.0
000415 ,渤海租赁,1.401,3.62,3.57,3.66,3.54,3.57,19831386.0,0.55905,71599203.0,9.821,0.614,2238796.704084,1284133.135648,多元金融,新疆,4.35,35.47,61.85,2552.71,240.5,1822.27,174.23,2.82,0.205,5.9,0.61,19960716.0,116.05,1.88,6.55,133.79,45.37,16.05,105900.0
000413 ,东旭光电,1.684,4.83,4.83,4.92,4.78,4.75,70821270.0,1.45598,344137715.0,12.711,0.84,2767710.806994,2349387.016662,元器件,河北,15.79,48.64,57.3,722.32,454.0,104.31,217.87,3.8,0.075,5.75,0.83,19960925.0,51.82,0.9,-18.2,1.19,24.89,11.29,352300.0
000411 ,英特集团,0.324,12.39,12.33,12.56,12.3,12.35,611300.0,0.29486,7601493.0,27.533,2.669,308436.579465,256865.850969,医药商业,浙江,25.21,2.07,2.49,100.26,91.23,5.23,0.33,0.13,0.15,4.64,2.66,19960716.0,6.96,2.8,10.93,32.09,6.6,0.54,10613.0
000410 ,*ST沈机,-4.906,5.04,5.04,5.04,5.04,5.3,977900.0,0.13209,4928616.0,-4.893,-7.571,385797.325536,373136.089536,,,,,,,,,,,,,,,,,,,,,
000409 ,*ST地矿,0.0,4.56,4.55,4.58,4.52,4.56,1297970.0,0.31999000000000005,5907948.0,75.248,2.479,232984.608048,184967.847264,综合类,山东,0.0,4.06,5.11,48.79,30.75,6.95,6.69,1.31,-0.09,1.84,2.48,19960627.0,-2.4,-0.47,66.44,43.7,2.91,-8.13,38215.0
